,usernames,tweets,date_and_time,responders,tweet_replies,Responder_time_responder,tweets_norm,tweet_replies_norm
1266,topiksudirman,kangen mbatal bareng sama kamu.,5/24/19 6:55,Bella_Nyo,Astaghfirullah mas.....Yowes kuy kapan batal ,5/24/19 7:09,"['kangen', 'mbatal', 'bareng', 'sama', 'kamu']","['astaghfirullah', 'mas', 'yowes', 'yuk', 'kapan', 'batal']"
1267,topiksudirman,nek aku mbek kowe ora cocok ojo mbok pekso.,5/21/19 5:05,bslstyoirm_,@iamrhapsody69 sak madyone rap,5/21/19 14:40,"['nek', 'aku', 'mbek', 'kowe', 'ora', 'cocok', 'ojo', 'mbok', 'pekso']","['sak', 'madyone', 'rap']"
1268,kaikoprtw,"Kalau aku ngga cantik dimata kamu, mungkin aku cantik di mata cowo lain.",5/19/19 3:33,soviirynt,Bener jga kiko,5/19/19 7:51,"['kalau', 'aku', 'enggak', 'cantik', 'dimata', 'kamu', 'mungkin', 'aku', 'cantik', 'di', 'mata', 'cowok', 'lain']","['benar', 'juga', 'kiko']"
1269,Fatychaeny,Aku yg ga di jogja ,5/16/19 17:00,Lulusoekardi,"fix, wacana",5/16/19 20:04,"['aku', 'yang', 'enggak', 'di', 'jogja']","['fix', 'wacana']"
1270,arismayakp,"gila hormat, haus pujian dan suka menjatuhkan. aku selalu berdoa kepada Tuhanku agar dijauhkan dari manusia yang semacam itu.",5/11/19 0:30,nrdnlubis,"Tolong ya anda ini lagi puasa, tolong di kontol amarah anda, sekadar mengingatkan ",5/11/19 10:16,"['gila', 'hormat', 'haus', 'pujian', 'dan', 'suka', 'menjatuhkan', 'aku', 'selalu', 'berdoa', 'kepada', 'tuhanku', 'agar', 'dijauhkan', 'dari', 'manusia', 'yang', 'semacam', 'itu']","['tolong', 'ya', 'anda', 'ini', 'lagi', 'puasa', 'tolong', 'di', 'kontol', 'amarah', 'anda', 'sekadar', 'mengingatkan']"
1271,mbahndi,"Bbrp pasien yg anak muda ini sblmnya sdh byk yg mengobati dirinya sendiri. Pake _ñdiagnosis_ sendiri, apapun obatny kbykn pake Benzodiazepines spt riklona, xanax atau dumolid. Ditambah alkohol sering kali. Jd biasany dtg dgn kondisi yg lebih sulit menerima pengobatan lain",5/6/19 22:11,nur_ikka,Karena sudah resisten ya dok? Tapi bukannya obat2 tsb tdk bisa dibeli tanpa resep dokter ya? ,5/6/19 22:53,"['beberapa', 'pasien', 'yang', 'anak', 'muda', 'ini', 'sebelumnya', 'sudah', 'banyak', 'yang', 'mengobati', 'dirinya', 'sendiri', 'pakai', 'diagnosis', 'sendiri', 'apapun', 'obatny', 'kbykn', 'pakai', 'benzodiazepines', 'seperti', 'riklona', 'xanax', 'atau', 'dumolid', 'ditambah', 'alkohol', 'sering', 'kali', 'jadi', 'biasany', 'datang', 'dengan', 'kondisi', 'yang', 'lebih', 'sulit', 'menerima', 'pengobatan', 'lain']","['karena', 'sudah', 'resisten', 'ya', 'dok', 'tapi', 'bukannya', 'obat2', 'tersebut', 'tidak', 'bisa', 'dibeli', 'tanpa', 'resep', 'dokter', 'ya']"
1272,cehpr,"Serius nanya: pemotor2 yang memodifikasi knalpot agar nyaring tapi annoying bunyinya serta mengeluarkan asap knalpot yang seperti kebakaran hutan, TUJUAN LO PADA SEBENARNYA APAAN SIH ANJENG?!",5/1/19 3:21,enrgswt,supaya diliatin kali wak,5/1/19 3:24,"['serius', 'bertanya', 'pemotor2', 'yang', 'memodifikasi', 'knalpot', 'agar', 'nyaring', 'tapi', 'annoying', 'bunyinya', 'serta', 'mengeluarkan', 'asap', 'knalpot', 'yang', 'seperti', 'kebakaran', 'hutan', 'tujuan', 'lo', 'pada', 'sebenarnya', 'apaan', 'sih', 'anjeng']","['supaya', 'diliatin', 'kali', 'wak']"
1273,PeterPascaRilo,Aku sayang kamu bodoh,5/19/19 2:20,ryasforeal,Bohong,5/19/19 6:14,"['aku', 'sayang', 'kamu', 'bodoh']",['bohong']
1274,kaikoprtw,"Bismillahirohmanirohim, doakan ya teman teman. Aku H- menuju HALAL BIHALAL :)",5/30/19 4:22,Devirhmn1,Pernah disentil jantung ny g?,5/28/19 23:48,"['bismillahirohmanirohim', 'doakan', 'ya', 'teman', 'teman', 'aku', 'h', 'menuju', 'halal', 'bihalal']","['pernah', 'disentil', 'jantung', 'nya', 'enggak']"
1275,bung_angin,"Mantab Pak Presiden, jangan ketinggalan keluarga Korban disambung kan juga silaturahmi Pak. Mereka hanya korban",5/27/19 6:55,ratnadewiariens,"Iya mereka korban, korban kegoblogan sendiri",5/27/19 7:35,"['mantab', 'pak', 'presiden', 'jangan', 'ketinggalan', 'keluarga', 'korban', 'disambung', 'kan', 'juga', 'silaturahmi', 'pak', 'mereka', 'hanya', 'korban']","['iya', 'mereka', 'korban', 'korban', 'kegoblogan', 'sendiri']"
1276,GuyonWaton,Coba pap kalau udah lancar ,5/25/19 1:23,AstianAr,,5/25/19 2:40,"['coba', 'pap', 'kalau', 'sudah', 'lancar']",['nan']
1277,wildanfarih__IM,"A : Aku pengen mokah poso. B : lha ngopo to ? A : Aku ra kuat , pengen madang. B : Halah , jomblo pirang"" tahun wae kuat kok, mosok poso meng sesasi ra kuat .",5/24/19 4:46,tatakhooo,Siaaap,5/25/19 3:06,"['a', 'aku', 'pengin', 'mokah', 'poso', 'b', 'lah', 'ngopo', 'tapi', 'a', 'aku', 'ra', 'kuat', 'pengin', 'madang', 'b', 'halah', 'jomblo', 'pirang', 'tahun', 'wae', 'kuat', 'kok', 'mosok', 'poso', 'meng', 'sesasi', 'ra', 'kuat']",['siaaap']
1278,topiksudirman,cah wedok nek dijakuki wa wegah berarti kowe elek.,5/21/19 0:38,lianasaras,Wkwkwkwkkw,5/21/19 1:52,"['cah', 'wedok', 'nek', 'dijakuki', 'wa', 'wegah', 'berarti', 'kowe', 'elek']",['wkwkwkwkkw']
1279,JogjaUpdate,"sing rep bukber, wes wayahe adus ... macak sing apik ...jolali hengpone dicas sik, ben ra mati gaya  Û",5/19/19 2:03,FajarWidodo,Dino iki jatah mesjid endi lik?,5/19/19 2:16,"['sing', 'rep', 'bukber', 'wes', 'wayahe', 'adus', 'macak', 'sing', 'apik', 'jolali', 'hengpone', 'dicas', 'sik', 'ben', 'ra', 'mati', 'gaya']","['dino', 'iki', 'jatah', 'mesjid', 'endi', 'lik']"
1280,PeterPascaRilo,"Maafkan aku jodohku, saat ini aku sedang tersesat menuju jalan hatimu. Aku singgah dibeberapa hati, aku kira itu kamu. Ternyata bukan.",5/10/19 19:04,ryasforeal,Tidak apa apa masa depanku. Singgahlah agar kau tahu hidup itu banyak rasa,5/10/19 19:15,"['maafkan', 'aku', 'jodohku', 'saat', 'ini', 'aku', 'sedang', 'tersesat', 'menuju', 'jalan', 'hatimu', 'aku', 'singgah', 'dibeberapa', 'hati', 'aku', 'kira', 'itu', 'kamu', 'ternyata', 'bukan']","['tidak', 'apa', 'apa', 'masa', 'depanku', 'singgahlah', 'agar', 'kau', 'tahu', 'hidup', 'itu', 'banyak', 'rasa']"
1281,agussari,Saya merasa terlalu banyak buang waktu untuk sekolah ...,5/6/19 21:13,wowadit,"tenang, presiden indonesia yg paling lama berkuasa juga pendidikannya gak tinggi. yg tingkat pendidikannya tertinggi justru dikudeta atau ditolak pertanggungjawabannya.",5/6/19 21:24,"['saya', 'merasa', 'terlalu', 'banyak', 'buang', 'waktu', 'untuk', 'sekolah']","['tenang', 'presiden', 'indonesia', 'yang', 'paling', 'lama', 'berkuasa', 'juga', 'pendidikannya', 'enggak', 'tinggi', 'yang', 'tingkat', 'pendidikannya', 'tertinggi', 'justru', 'dikudeta', 'atau', 'ditolak', 'pertanggungjawabannya']"
1282,gramedia,"Sebentar lagi Ramadhan tiba, sudah siapkah kamu Grameds buat tahu info-info promo khusus bulan ini??",5/1/19 0:43,nmrezaldi99,Min Toko gramedia Mana yah yang komik kaya komikus nozaki nya Lengkap dari vol 1-10 Dan bleach dari vol 55 mpe 75,5/1/19 3:33,"['sebentar', 'lagi', 'ramadhan', 'tiba', 'sudah', 'siapkah', 'kamu', 'grameds', 'buat', 'tahu', 'info', 'info', 'promo', 'khusus', 'bulan', 'ini']","['min', 'toko', 'gramedia', 'mana', 'ya', 'yang', 'komik', 'kaya', 'komikus', 'nozaki', 'nya', 'lengkap', 'dari', 'vol', '1', '10', 'dan', 'bleach', 'dari', 'vol', '55', 'mpe', '75']"
1283,JogjaUpdate,"sing rep bukber, wes wayahe adus ... macak sing apik Û jolali hengpone dicas sik, ben ra mati gaya  Û",5/19/19 2:03,FajarWidodo,Dino iki jatah mesjid endi lik?,5/19/19 2:16,"['sing', 'rep', 'bukber', 'wes', 'wayahe', 'adus', 'macak', 'sing', 'apik', 'jolali', 'hengpone', 'dicas', 'sik', 'ben', 'ra', 'mati', 'gaya']","['dino', 'iki', 'jatah', 'mesjid', 'endi', 'lik']"
1284,GuyonWaton,"Btw nek wes rampung buka aku meh takon, jaman saiki ono ra sih uwong rambute tumonen karo lingsone okeh ?",5/30/19 3:38,dwiningsihh_,"Anjirr dadi kelingan pas cilik gara2 dolan e karo cah tumonen dadi ketularan malah ono konco dewe sek sengojo ngekei tumone ng rambute koncone meneng2, bgst bgt emang.",5/28/19 23:48,"['btw', 'nek', 'wes', 'rampung', 'buka', 'aku', 'meh', 'takon', 'jaman', 'saiki', 'sono', 'ra', 'sih', 'uwong', 'rambute', 'tumonen', 'karo', 'lingsone', 'okeh']","['anjirr', 'dadi', 'kelingan', 'pas', 'cilik', 'gara-gara', 'dolan', 'e', 'karo', 'cah', 'tumonen', 'dadi', 'ketularan', 'malah', 'sono', 'konco', 'dewe', 'sek', 'sengojo', 'ngekei', 'tumone', 'ng', 'rambute', 'koncone', 'meneng2', 'bgst', 'banget', 'memang']"
1285,yoedidharma,Ngakak sama suara back soundnya ,5/27/19 6:16,WahabisLokal,,5/27/19 6:17,"['mengakak', 'sama', 'suara', 'back', 'soundnya']",['nan']
1286,GuyonWaton,"Internet lancar, hubungane ambyar ~",5/25/19 1:08,Avindaadn_,bhahahhaaa mesakke,5/25/19 2:40,"['internet', 'lancar', 'hubungane', 'ambyar']","['bhahahhaaa', 'mesakke']"
1287,JogjaUpdate,((( adzan ))) selamat berbuka puasa bagi yang merayakannya Û,5/24/19 3:30,ammafsp,Maka C ya udah perhatiin aku :'),5/25/19 3:06,"['adzan', 'selamat', 'berbuka', 'puasa', 'bagi', 'yang', 'merayakannya']","['maka', 'c', 'ya', 'sudah', 'perhatiin', 'aku']"
1288,GKRHayu,"Ngobrolin pengumuman KPU dan ramenya netizen bilang curang ga curang sama Bapak. Malah diceritain kisah pemilu2 zaman thn _72 dsb,  kelakuan parpol2 dr zaman dahulu sampai skrg. Manusia dan keduniawiannya lah",5/20/19 23:52,munasir88,"Untung Jogja monarki jadi adem ayem tentrem, salam kagem keluargi Kasultanan DIY nggih bu  om @asboediono pak nitip salam ora kiyeh mumung ana ndoro ayu? ",5/21/19 0:06,"['ngobrolin', 'pengumuman', 'kpu', 'dan', 'ramenya', 'netizen', 'bilang', 'curang', 'enggak', 'curang', 'sama', 'bapak', 'malah', 'diceritain', 'kisah', 'pemilu2', 'zaman', 'tahun', '72', 'dsb', 'kelakuan', 'parpol2', 'dokter', 'zaman', 'dahulu', 'sampai', 'sekarang', 'manusia', 'dan', 'keduniawiannya', 'lah']","['untung', 'jogja', 'monarki', 'jadi', 'adem', 'ayem', 'tentrem', 'salam', 'kagem', 'keluargi', 'kasultanan', 'diy', 'nggih', 'bu', 'om', 'pak', 'nitip', 'salam', 'ora', 'kiyeh', 'mumung', 'ana', 'ndoro', 'ayu']"
1289,hmskaban,"Pres Jkwi pernah bilang neraca perdagangan tekor bodoh kali kita.Nah menjelang akhiri jabatan 2019 neraca perdagangan tekor paling parah sepanjang sejarah kata ekonom,nah lho siapa yg bodoh kali,udah lah ngaku aja,nyerah lah atau cuma lucu2an.",5/19/19 1:45,BoyHaris3,Muka tembok dan boneka suruh ngaku kalah......ya salam,5/19/19 1:52,"['pres', 'jkwi', 'pernah', 'bilang', 'neraca', 'perdagangan', 'tekor', 'bodoh', 'kali', 'kita', 'nah', 'menjelang', 'akhiri', 'jabatan', '2019', 'neraca', 'perdagangan', 'tekor', 'paling', 'parah', 'sepanjang', 'sejarah', 'kata', 'ekonom', 'nah', 'lho', 'siapa', 'yang', 'bodoh', 'kali', 'sudah', 'lah', 'mengaku', 'saja', 'nyerah', 'lah', 'atau', 'cuma', 'lucu2an']","['muka', 'tembok', 'dan', 'boneka', 'suruh', 'mengaku', 'kalah', 'ya', 'salam']"
1290,PeterPascaRilo,"Contoh-contoh Tidak Tepat Waktu.  kamu mau ga jadi pacar aku? maaf bukannya aku ga mau, tapi ini bener bener tidak tepat waktu. Aku udah jadian sama dia 1 minggu yang lalu.  yah,  mau disempen dimana muka gue :') Ada yang pernah ngalamin?",5/10/19 18:37,WiwitSmart,Cinta datang terlambat ckckc,5/10/19 19:15,"['contoh', 'contoh', 'tidak', 'tepat', 'waktu', 'kamu', 'mau', 'enggak', 'jadi', 'pacar', 'aku', 'maaf', 'bukannya', 'aku', 'enggak', 'mau', 'tapi', 'ini', 'benar', 'benar', 'tidak', 'tepat', 'waktu', 'aku', 'sudah', 'jadian', 'sama', 'dia', '1', 'minggu', 'yang', 'lalu', 'ya', 'mau', 'disempen', 'dimana', 'muka', 'gue', 'ada', 'yang', 'pernah', 'ngalamin']","['cinta', 'datang', 'terlambat', 'ckckc']"
1291,agussari,Data sahih kemenangan? - survei rahasia. - setan gundul. - emak-emak nggak dikenal. - orang ngaku Letkol AD nggak dikenal.,5/6/19 21:11,agussari,Saya merasa terlalu banyak buang waktu untuk sekolah ...,5/6/19 21:13,"['data', 'sahih', 'kemenangan', 'survei', 'rahasia', 'setan', 'gundul', 'emak', 'emak', 'enggak', 'dikenal', 'orang', 'mengaku', 'letkol', 'ada', 'enggak', 'dikenal']","['saya', 'merasa', 'terlalu', 'banyak', 'buang', 'waktu', 'untuk', 'sekolah']"
1292,bprakoso2,Ssst....Ngopi dulu Kang : Kalau ada yang tanya. Aku sedang apa. Jawab saja: Sedang membacamu,5/1/19 0:20,maman1965,#perempuanjikaitulahnamamu,5/1/19 0:21,"['ssst', 'ngopi', 'dulu', 'kang', 'kalau', 'ada', 'yang', 'tanya', 'aku', 'sedang', 'apa', 'jawab', 'saja', 'sedang', 'membacamu']",[]
1293,hmskaban,"Pres Jkwi pernah bilang neraca perdagangan tekor bodoh kali kita.Nah menjelang akhiri jabatan 2019 neraca perdagangan tekor paling parah sepanjang sejarah kata ekonom,nah lho siapa yg bodoh kali,udah lah ngaku aja,nyerah lah atau cuma lucu2an.",5/19/19 1:45,BoyHaris3,Muka tembok dan boneka suruh ngaku kalah......ya salam,5/19/19 1:52,"['pres', 'jkwi', 'pernah', 'bilang', 'neraca', 'perdagangan', 'tekor', 'bodoh', 'kali', 'kita', 'nah', 'menjelang', 'akhiri', 'jabatan', '2019', 'neraca', 'perdagangan', 'tekor', 'paling', 'parah', 'sepanjang', 'sejarah', 'kata', 'ekonom', 'nah', 'lho', 'siapa', 'yang', 'bodoh', 'kali', 'sudah', 'lah', 'mengaku', 'saja', 'nyerah', 'lah', 'atau', 'cuma', 'lucu2an']","['muka', 'tembok', 'dan', 'boneka', 'suruh', 'mengaku', 'kalah', 'ya', 'salam']"
1294,GuyonWaton,Selamat berbuka ~,5/30/19 3:37,mrsvditya,"Met buka sayang, karna purapura nahan lapar juga butuh tenaga. Eh~",5/30/19 3:38,"['selamat', 'berbuka']","['selamat', 'buka', 'sayang', 'karena', 'purapura', 'nahan', 'lapar', 'juga', 'butuh', 'tenaga', 'eh']"
1295,PeterPascaRilo,"Mau sampai kapan milih-milih,  tapi Ujung-ujungnya jomblo",5/27/19 4:04,FAMELLATOZ_,kalo muji jangan jujur2 :'(,5/27/19 6:17,"['mau', 'sampai', 'kapan', 'memilih', 'memilih', 'tapi', 'ujung', 'ujungnya', 'jomblo']","['kalo', 'muji', 'jangan', 'jujur2']"
1296,dek_ffa,Sik sabar hha,5/24/19 23:27,nDiasmu_,cah sabar og aku ki ,5/25/19 2:40,"['sik', 'sabar', 'hha']","['cah', 'sabar', 'og', 'aku', 'ki']"
1297,Adenurdiansyah_,"Turu,Tangi,kerjo. Kesel johhh",5/24/19 3:28,ramaarsana,Kkkkk bar sabar,5/25/19 3:06,"['turu', 'tangi', 'kerjo', 'kesel', 'johhh']","['kkkkk', 'bar', 'sabar']"
1298,tauntuRaymond18,Selamat datang,5/20/19 23:29,LORMANDALANOS,Welcome home mon,5/21/19 0:44,"['selamat', 'datang']","['welcome', 'home', 'mon']"
1299,hmskaban,"KPU segera berbenah tindak lanjut kptusan BAWASLU. Tumpah darah akibat keangkuhan dan arogansi komisioner KPU smg tdk tejadi.Rakyat mnggu KPU hasil hit JUJUR, sahkan hit CURANG  NKRI tarohan palagi sahkan Pres hasil hit CURANG rakyat korban.Rakyat sgt yakin PS08 Presiden RI.",5/19/19 1:31,vendinayla,Save #KedaulatanRakyatHargaMati,5/19/19 2:00,"['kpu', 'segera', 'berbenah', 'tindak', 'lanjut', 'kptusan', 'bawaslu', 'tumpah', 'darah', 'akibat', 'keangkuhan', 'dan', 'arogansi', 'komisioner', 'kpu', 'semoga', 'tidak', 'tejadi', 'rakyat', 'mnggu', 'kpu', 'hasil', 'hit', 'jujur', 'sahkan', 'hit', 'curang', 'nkri', 'tarohan', 'palagi', 'sahkan', 'pres', 'hasil', 'hit', 'curang', 'rakyat', 'korban', 'rakyat', 'sangat', 'yakin', 'ps08', 'presiden', 'ri']",['save']
1300,thaiteafremilt,"Biasa BPN-JOG 1,5 PP (citilink) tanpa promo. Sekarang 1,7 itu pun cuman 1x flight, PP jadi 3,4jt. Logis gak? Ya gimana ga protes coba.",5/10/19 18:25,ikanbirru,"Aku, suami sama anak PP jadi 10jt mbak. Huhu gimana ga mencak2 rasa nya ngeliat tu hashtag",5/10/19 19:15,"['biasa', 'bpn', 'jog', '1', '5', 'pp', 'citilink', 'tanpa', 'promo', 'sekarang', '1', '7', 'itu', 'pun', 'cuman', '1x', 'flight', 'pp', 'jadi', '3', '4jt', 'logis', 'enggak', 'ya', 'bagaimana', 'enggak', 'protes', 'coba']","['aku', 'suami', 'sama', 'anak', 'pp', 'jadi', '10jt', 'mbak', 'huhu', 'bagaimana', 'enggak', 'mencak2', 'rasa', 'nya', 'melihat', 'itu', 'hashtag']"
1301,SobatHAPE,Cek toped. Buka Anker Indonesia. Thank me later,5/6/19 20:18,SobatHAPE,Aing beli dulu 2 jutaÛ @WisnuKumoro punya ini juga ngga?,5/6/19 20:21,"['cek', 'toped', 'buka', 'anker', 'indonesia', 'thank', 'me', 'later']","['aing', 'beli', 'dulu', '2', 'juta', 'punya', 'ini', 'juga', 'enggak']"
1302,mbahndi,"Tiket Pesawat belum turun juga, lebaran ini sptnya akan tumplek semua di tol.",4/30/19 23:27,zlqdndy,Untunglah sdh ada tol dok  at least sebagai alternatif...,4/30/19 23:48,"['tiket', 'pesawat', 'belum', 'turun', 'juga', 'lebaran', 'ini', 'sptnya', 'akan', 'tumplek', 'semua', 'di', 'tol']","['untunglah', 'sudah', 'ada', 'tol', 'dok', 'at', 'least', 'sebagai', 'alternatif']"
1303,hmskaban,"KPU segera berbenah tindak lanjut kptusan BAWASLU. Tumpah darah akibat keangkuhan dan arogansi komisioner KPU smg tdk tejadi.Rakyat mnggu KPU hasil hit JUJUR, sahkan hit CURANG  NKRI tarohan palagi sahkan Pres hasil hit CURANG rakyat korban.Rakyat sgt yakin PS08 Presiden RI.",5/19/19 1:31,vendinayla,Save #KedaulatanRakyatHargaMati,5/19/19 2:00,"['kpu', 'segera', 'berbenah', 'tindak', 'lanjut', 'kptusan', 'bawaslu', 'tumpah', 'darah', 'akibat', 'keangkuhan', 'dan', 'arogansi', 'komisioner', 'kpu', 'semoga', 'tidak', 'tejadi', 'rakyat', 'mnggu', 'kpu', 'hasil', 'hit', 'jujur', 'sahkan', 'hit', 'curang', 'nkri', 'tarohan', 'palagi', 'sahkan', 'pres', 'hasil', 'hit', 'curang', 'rakyat', 'korban', 'rakyat', 'sangat', 'yakin', 'ps08', 'presiden', 'ri']",['save']
1304,TaliUdeng,"Abis trima THR.. 1. Bayar utang. 2. Melu2 blonjo nggo riyoyo. 3. Melu2 mudik masio kampung wis digusur. 4. Ijol duit receh nggo ponakan. 5. Bali mulih, duit entek. 6. Ngenteni THR taun ngarep. Itu siklus uang THR yang bikin miris..",5/30/19 2:49,emiyunia22,Kuwi wis Alhamdulillah loh mas entuk THR ..lha nek ora ?,5/30/19 3:38,"['habis', 'terima', 'thr', '1', 'bayar', 'utang', '2', 'melu2', 'blonjo', 'nggo', 'riyoyo', '3', 'melu2', 'mudik', 'masih', 'kampung', 'wis', 'digusur', '4', 'ijol', 'duit', 'receh', 'nggo', 'ponakan', '5', 'bali', 'mulih', 'duit', 'entek', '6', 'ngenteni', 'thr', 'tahun', 'ngarep', 'itu', 'siklus', 'uang', 'thr', 'yang', 'bikin', 'miris']","['kuwi', 'wis', 'alhamdulillah', 'loh', 'mas', 'entuk', 'thr', 'lah', 'nek', 'ora']"
1305,rifkiaul_,Bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat bacotamat bodoamat bodoamat bodoamat bodoamat bodoamat bodoamat,5/27/19 3:52,stkhrywt,Kenapa si sayangku,5/27/19 6:17,"['bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bacotamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat', 'bodoamat']","['kenapa', 'si', 'sayangku']"
1306,kaikoprtw,"Ayo sayang kita khilap bersama, membuat dosa bersama. Mokah contohnyaa. Hehe Astagfirullah",5/24/19 22:46,alaansusanto,Mokah kau jadi milikku uuwoo oo owoo oo,5/24/19 23:35,"['ayo', 'sayang', 'kita', 'khilap', 'bersama', 'membuat', 'dosa', 'bersama', 'mokah', 'contohnyaa', 'hehe', 'astagfirullah']","['mokah', 'kau', 'jadi', 'milikku', 'uuwoo', 'oo', 'owoo', 'oo']"
1307,anastasiarinie,Semoga barokah... rejeki berlimpah buat para donatur yg sudah ikhlas dan peduli dgn aparat kita yg telah bekerja keras  siang malam pagii dst... God bless you all...,5/24/19 2:46,ipull779,Amiin,5/24/19 9:21,"['semoga', 'barokah', 'rejeki', 'berlimpah', 'buat', 'para', 'donatur', 'yang', 'sudah', 'ikhlas', 'dan', 'peduli', 'dengan', 'aparat', 'kita', 'yang', 'telah', 'bekerja', 'keras', 'siang', 'malam', 'pagii', 'dst', 'god', 'bless', 'you', 'all']",['amin']
1308,abidanrl_,"Ampun, jogja hari ini panas banget ",5/20/19 22:53,ER_28IC,Ngadem dong di kaliurang,5/21/19 0:44,"['ampun', 'jogja', 'hari', 'ini', 'panas', 'banget']","['ngadem', 'dong', 'di', 'kaliurang']"
1309,hmskaban,"Baru kali ini menjelang KPU umumkan hasil Sishit suara Pemilu 2019 .Tersiar kabar kapal2 perang super power RRC Komunis di Surabaya.Kapal perang Ausi Prancis Inggris USA ada di Jakarta. Mau mengamankan perhit CURANG rasanya tak mungkin.Mau dukung perhit JUJUR ,KPU opo wani.",5/19/19 0:25,oepiy,Mungkin mencari tahanan pbb,5/19/19 2:00,"['baru', 'kali', 'ini', 'menjelang', 'kpu', 'umumkan', 'hasil', 'sishit', 'suara', 'pemilu', '2019', 'tersiar', 'kabar', 'kapal2', 'perang', 'super', 'power', 'rrc', 'komunis', 'di', 'surabaya', 'kapal', 'perang', 'ausi', 'prancis', 'inggris', 'usa', 'ada', 'di', 'jakarta', 'mau', 'mengamankan', 'perhit', 'curang', 'rasanya', 'tak', 'mungkin', 'mau', 'dukung', 'perhit', 'jujur', 'kpu', 'opo', 'wani']","['mungkin', 'mencari', 'tahanan', 'pbb']"
1310,kaikoprtw,"Cewe yang benar benar baik, tidak akan pernah mengatakan bahwa dirinya itu baik. Begitu juga sebaliknya, tidak ada cowo yang benar benar baik ketika dia mengatakan dirinya baik. Paham kan?",5/10/19 17:03,anggaschr,Ak baik.... Yah kan lg ditanyain kabar gmn si kikooo,5/10/19 19:15,"['cewek', 'yang', 'benar', 'benar', 'baik', 'tidak', 'akan', 'pernah', 'mengatakan', 'bahwa', 'dirinya', 'itu', 'baik', 'begitu', 'juga', 'sebaliknya', 'tidak', 'ada', 'cowok', 'yang', 'benar', 'benar', 'baik', 'ketika', 'dia', 'mengatakan', 'dirinya', 'baik', 'paham', 'kan']","['aku', 'baik', 'ya', 'kan', 'lagi', 'ditanyain', 'kabar', 'bagaimana', 'si', 'kikooo']"
1311,altefalken,Yang nahan nahan lift buat temennya = monyet,5/6/19 20:18,LATS99,"Nah ada yang sependapat ternyata. Biasanya yang suka gitu cewek, kalo temen se gengnya belum masuk suka sengaja nahan pintu padahal alarm lift udh bunyi. Kalo udh gitu pengen jitak palanya ampe benjol rasanya.",5/6/19 20:21,"['yang', 'nahan', 'nahan', 'lift', 'buat', 'temennya', 'monyet']","['nah', 'ada', 'yang', 'sependapat', 'ternyata', 'biasanya', 'yang', 'suka', 'begitu', 'cewek', 'kalo', 'teman', 'se', 'gengnya', 'belum', 'masuk', 'suka', 'sengaja', 'nahan', 'pintu', 'padahal', 'alarm', 'lift', 'sudah', 'bunyi', 'kalo', 'sudah', 'begitu', 'pengin', 'jitak', 'palanya', 'sampai', 'benjol', 'rasanya']"
1312,bosendamai,"Tanam tanam ubi, tak perlu di baja. Dasar cowo gak mau rugi, cuma mau ngewe saja",4/30/19 22:45,uL___________,Auto nyanyi,4/30/19 23:48,"['tanam', 'tanam', 'ubi', 'tak', 'perlu', 'di', 'baja', 'dasar', 'cowok', 'enggak', 'mau', 'rugi', 'cuma', 'mau', 'ngewe', 'saja']","['auto', 'nyanyi']"
1313,kaikoprtw,"Ketika aku benar benar merasa memiliki dia seutuhnya, disitulah aku akan merasa kehilangan dia dan hidupku.",5/18/19 22:36,PengenNikahAja,"Sudah kehilangan, dan semangat hidupku juga ikut menghilang",5/19/19 2:00,"['ketika', 'aku', 'benar', 'benar', 'merasa', 'memiliki', 'dia', 'seutuhnya', 'disitulah', 'aku', 'akan', 'merasa', 'kehilangan', 'dia', 'dan', 'hidupku']","['sudah', 'kehilangan', 'dan', 'semangat', 'hidupku', 'juga', 'ikut', 'menghilang']"
1314,kaikoprtw,"Lama ngga pacaran, sekali pacaran sama pacar temen. *ehh",5/30/19 2:27,grafpramuja_,Gagitu mainya kiko,5/30/19 3:38,"['lama', 'enggak', 'pacaran', 'sekali', 'pacaran', 'sama', 'pacar', 'teman', 'eh']","['gagitu', 'mainya', 'kiko']"
1315,kaikoprtw,"Dari : aku yang diem diem suka tengok kanan kiri pas lewat kampusmu. Buat : kamu yang sering aku cari di kampus sebelah. Pesan : aku ngga mau ya kamu jadi panitia ospek, pokonya ngga mau. Jangan liatin maba gemay, liat aku aja ",5/27/19 2:33,Nwarsyad_,Pesannya di sampaikan nggak nih?,5/27/19 2:35,"['dari', 'aku', 'yang', 'diem', 'diem', 'suka', 'tengok', 'kanan', 'kiri', 'pas', 'lewat', 'kampusmu', 'buat', 'kamu', 'yang', 'sering', 'aku', 'cari', 'di', 'kampus', 'sebelah', 'pesan', 'aku', 'enggak', 'mau', 'ya', 'kamu', 'jadi', 'panitia', 'ospek', 'pokoknya', 'enggak', 'mau', 'jangan', 'perlihatkan', 'maba', 'gemas', 'lihat', 'aku', 'saja']","['pesannya', 'di', 'sampaikan', 'enggak', 'nih']"
